order_item_id,order_id,product_id,quantity,price_per_item
5d3f9573-fcbf-4ab1-910c-b76777590cbc,480d76a9-0463-461b-af99-fc4270978de7,prod_0049,3,120.01
33ca3de7-95a4-44c2-905a-37653ec9ab6e,f7306ff9-d3b9-4d06-b2a0-8fc444b616c6,prod_0100,1,283.0
d7a7e97e-ece1-44f5-a37b-c061c020c3d0,dbe085b8-b8b3-41ef-9d88-32d03cc0ad4f,prod_0011,2,83.46
e6486bf5-58ab-44b9-8322-1587c6ae7f29,dbe085b8-b8b3-41ef-9d88-32d03cc0ad4f,prod_0063,3,125.93
58ccbf94-d6bc-4bbc-a70e-7e227bdf54b7,e42f58aa-9df3-41ad-bacd-190abd4a216e,prod_0067,1,100.8
44e9cde8-c45d-4f6c-ac5c-274c54d9e540,e42f58aa-9df3-41ad-bacd-190abd4a216e,prod_0037,3,94.74
84f7bbcb-da71-4725-b1e6-36d6c89449b9,a3db663b-f578-4820-b1c3-ac907f795ac0,prod_0048,1,399.05
0b78812c-13b1-4459-ba2d-62108298cbca,a3db663b-f578-4820-b1c3-ac907f795ac0,prod_0082,2,406.67
9ce53ba4-be95-4fa2-91c8-176007d2d004,a3db663b-f578-4820-b1c3-ac907f795ac0,prod_0001,3,115.73
beaed4dc-7a2a-428f-a3fd-0edf7acf1e2f,9de8f2aa-0fba-403d-ab4e-b644aa712a36,prod_0056,2,100.81
e6107cc1-d5cc-461d-b918-cc6c51d9437a,9de8f2aa-0fba-403d-ab4e-b644aa712a36,prod_0049,1,120.01
6deac92b-88fe-4f44-b738-a10cc30f353c,9de8f2aa-0fba-403d-ab4e-b644aa712a36,prod_0005,3,406.26
32a9220e-6abf-4922-bb84-9da0eecdd64f,9de8f2aa-0fba-403d-ab4e-b644aa712a36,prod_0087,3,484.74
5fec5da9-97ad-47fd-b1a5-8983919d0565,9de8f2aa-0fba-403d-ab4e-b644aa712a36,prod_0073,2,390.03
bce8cdf3-4c7e-4117-af32-9f1bc91d9dca,c60aed68-2656-4a68-8be2-de1ae81efc91,prod_0047,3,291.34
9b18c822-5868-4d70-8425-11f0ea488708,c60aed68-2656-4a68-8be2-de1ae81efc91,prod_0057,3,24.95
44a576b7-b318-4f18-9656-37624ce78d15,c60aed68-2656-4a68-8be2-de1ae81efc91,prod_0084,1,350.48
6255e73d-46d3-42eb-9255-7a168ad68167,c60aed68-2656-4a68-8be2-de1ae81efc91,prod_0054,2,177.06
b4c8279e-2e08-44b6-90c4-7dd7a21a2237,d2887f58-aabc-472c-a205-3a8caf149b57,prod_0039,1,53.29
1d4e4e87-3f0c-4d61-923f-20100320db74,d2887f58-aabc-472c-a205-3a8caf149b57,prod_0013,2,449.33
b0554bfc-fa98-4ba5-80c6-77f62ba7a05b,d2887f58-aabc-472c-a205-3a8caf149b57,prod_0030,1,39.21
ca6f2a13-924a-466e-83ef-9cb6da6af9a5,17795bc2-0de7-473a-b6fc-72abef933933,prod_0057,1,24.95
511dc8c4-2901-46c8-8ed4-4a24352203b6,17795bc2-0de7-473a-b6fc-72abef933933,prod_0028,3,460.49
fc1e9be7-c0a4-4762-87d7-5731000ab47d,17795bc2-0de7-473a-b6fc-72abef933933,prod_0086,1,338.95
6183a83b-48c9-430f-800f-17217a9d4f35,17795bc2-0de7-473a-b6fc-72abef933933,prod_0070,1,372.01
7530f01e-187e-47ea-9623-5fe93b253006,17795bc2-0de7-473a-b6fc-72abef933933,prod_0093,2,207.61
43bcfeeb-a508-45c1-9a1d-ce33dd11338b,b4557222-c26e-41c7-8345-afa12167a478,prod_0068,2,378.47
a9fa3862-3266-45a9-a1a8-462fa58b4158,b4557222-c26e-41c7-8345-afa12167a478,prod_0043,1,177.03
8dfd40ee-03e7-4197-b946-5c3c15f1a02a,6a0001d8-32b5-4b7c-aba0-d6046396cc99,prod_0069,3,377.89
12fde512-5db2-4843-bb7b-d537b23c7404,3d3a1f32-55ef-42d1-8095-279bf37da5bd,prod_0022,3,106.22
c7ce5db7-bee2-4fac-b1d9-aff161ea7cc8,3d3a1f32-55ef-42d1-8095-279bf37da5bd,prod_0056,3,100.81
681b5669-6c94-4cad-9c99-6db310a457e9,3d3a1f32-55ef-42d1-8095-279bf37da5bd,prod_0030,2,39.21
91520887-17fe-4768-907c-a1b346e6c4cf,bda86c91-7e09-4dfa-8b2a-31b6695fb7b3,prod_0068,3,378.47
3dca62e4-bcc6-4035-9dd3-41c8c7667809,bda86c91-7e09-4dfa-8b2a-31b6695fb7b3,prod_0045,1,474.66
8c810ec6-8716-4459-9421-9027135e3c8c,bda86c91-7e09-4dfa-8b2a-31b6695fb7b3,prod_0068,2,378.47
9eaa96df-d0a6-42c8-92aa-afd233313301,9d09cd76-2f86-4292-a213-c655f94425e4,prod_0100,2,283.0
9ba69bcc-2856-4ddd-b5cb-ff041013afb9,9d09cd76-2f86-4292-a213-c655f94425e4,prod_0096,1,244.96
a932cd64-0881-47fd-81f9-69d74c70f43e,9d09cd76-2f86-4292-a213-c655f94425e4,prod_0069,1,377.89
bde1b351-2451-4f32-9d20-7112abb24bda,9d09cd76-2f86-4292-a213-c655f94425e4,prod_0099,1,42.42
e37abe98-d86d-4b27-a2e3-61a647e146a7,9103e455-6313-4bce-856b-67a19a3d2132,prod_0019,1,215.61
8fdc9f8a-bef5-4e54-99d3-eb5ca8c84cb5,9103e455-6313-4bce-856b-67a19a3d2132,prod_0044,3,320.85
95c53583-e520-43d9-8851-8c673a67d115,9103e455-6313-4bce-856b-67a19a3d2132,prod_0058,1,126.22
4574c97b-22c8-4565-afdb-f947cf93b560,9103e455-6313-4bce-856b-67a19a3d2132,prod_0047,2,291.34
f64ff96f-64f9-4f5d-a97d-1d15b79ea936,d86cc136-dd3b-4502-bf85-d29155bdc147,prod_0026,3,241.55
609829b7-f97a-42ed-a1bd-176c6cff6bc1,ac93616e-5242-475f-8add-ed43b98ef28a,prod_0080,3,346.56
7e4fdb25-79fe-4621-85b1-05f030ba057e,ac93616e-5242-475f-8add-ed43b98ef28a,prod_0085,2,468.7
796e5e6f-7d7e-4078-b2e2-6e878155873d,ac93616e-5242-475f-8add-ed43b98ef28a,prod_0034,2,175.95
127ea5af-3c10-4f59-af32-0cc19922471a,3d5175a4-27b7-4967-924a-adb52e946e38,prod_0083,2,242.43
7bce61cf-85f0-47e1-b73c-3e2a75fe4011,d8002ba0-0f9b-4250-854a-1f42830943b1,prod_0025,3,57.5
2c4abfa3-76ed-4c6e-a88c-d222329ffe91,d8002ba0-0f9b-4250-854a-1f42830943b1,prod_0084,3,350.48
2bf62bba-ced1-402d-a8d5-bde9884581cf,d8002ba0-0f9b-4250-854a-1f42830943b1,prod_0028,2,460.49
35770bed-ce58-4a46-a05f-87476c3016be,d8002ba0-0f9b-4250-854a-1f42830943b1,prod_0051,3,264.02
2affd4ac-f3a1-491f-859b-1cfd3fa725be,bf79aef3-d678-4c22-8112-70d0f2b8188c,prod_0096,3,244.96
c15a4671-0308-417f-99ca-03c762be8cf9,bf79aef3-d678-4c22-8112-70d0f2b8188c,prod_0044,2,320.85
ab6edc64-c51b-4f3b-a467-20cc0fad62e8,bf79aef3-d678-4c22-8112-70d0f2b8188c,prod_0007,3,358.81
cba3966f-bb35-4fe1-b40a-7169ea0ee8eb,9477097c-8a6a-4bf1-ab32-de326d8c3019,prod_0048,3,399.05
db8ce744-ff9d-4a79-856c-9ca4ad05500f,9477097c-8a6a-4bf1-ab32-de326d8c3019,prod_0084,1,350.48
2d9f47ab-41f9-440b-a719-0ed3ed31a067,9477097c-8a6a-4bf1-ab32-de326d8c3019,prod_0089,1,254.33
78429362-8af5-4143-a404-3cd53916403e,9477097c-8a6a-4bf1-ab32-de326d8c3019,prod_0012,2,378.95
10b36e6f-272e-4fcd-9153-3957462f099c,9477097c-8a6a-4bf1-ab32-de326d8c3019,prod_0022,3,106.22
8d413718-603f-43a9-bac5-94d6c20e8240,42c31a5b-6cdb-43bd-be1b-84d22c3f83e8,prod_0078,1,486.72
9d7d5f47-29f8-4c7f-9696-57338ec01416,42c31a5b-6cdb-43bd-be1b-84d22c3f83e8,prod_0052,3,429.06
40cc4d9a-a415-42b7-a7d0-372d9692146e,42c31a5b-6cdb-43bd-be1b-84d22c3f83e8,prod_0007,3,358.81
7d908e09-eab2-42d4-a46a-1e4d3405fba2,42c31a5b-6cdb-43bd-be1b-84d22c3f83e8,prod_0091,2,234.34
82695817-91f0-4df5-bce8-9a3cf153d0ae,42c31a5b-6cdb-43bd-be1b-84d22c3f83e8,prod_0010,3,5.42
dd6b014f-b891-4d7a-a28e-bda4cf201e57,50e5bfdc-a5e9-455c-85c0-ea3a8bca5e5a,prod_0027,1,75.79
e8255833-0cf6-419c-be31-08679d6c6578,50e5bfdc-a5e9-455c-85c0-ea3a8bca5e5a,prod_0038,1,384.74
4d7e5d2c-b5f2-4b1d-8895-a4110aadff1b,c90f4018-2789-49b3-8d10-4b3a2b7f362f,prod_0002,1,375.41
90ef1a8f-a0f4-4264-b375-549ce2810254,c90f4018-2789-49b3-8d10-4b3a2b7f362f,prod_0002,3,375.41
38c1df5a-be8d-4d91-8cd5-da68c256ea1e,c90f4018-2789-49b3-8d10-4b3a2b7f362f,prod_0003,3,444.08
9d5c02a6-7480-4b12-9c15-95138b3fa6e1,c90f4018-2789-49b3-8d10-4b3a2b7f362f,prod_0083,3,242.43
5035aeea-d7d1-4155-a552-97dd9593247c,644ef012-55e9-4f6b-ba1b-8b16d64eee3e,prod_0050,2,364.53
190044b7-44b6-4e5b-b739-2a896db4aadd,644ef012-55e9-4f6b-ba1b-8b16d64eee3e,prod_0073,1,390.03
c95fc884-2d67-4dca-aaee-814bebb859e5,644ef012-55e9-4f6b-ba1b-8b16d64eee3e,prod_0039,3,53.29
b1b62622-e8c0-4055-8901-2750fcdda997,644ef012-55e9-4f6b-ba1b-8b16d64eee3e,prod_0010,1,5.42
29d54f2f-562b-466a-8ce4-82589f6e48f6,f3636a37-14e3-476d-9646-324928d90e1e,prod_0059,2,150.62
4481aee7-5024-43c2-abb9-387b0b75411f,f3636a37-14e3-476d-9646-324928d90e1e,prod_0028,3,460.49
85594ced-7ffe-4b2f-b3f0-d66ae1046a29,f3636a37-14e3-476d-9646-324928d90e1e,prod_0064,2,274.8
0583980b-addb-4aae-be9e-9c90a67d9f84,f3636a37-14e3-476d-9646-324928d90e1e,prod_0050,2,364.53
1059bf62-b0b9-435e-b200-363c1e9eb48e,f592160f-8335-4bb6-a973-54a6f7371877,prod_0100,3,283.0
0543d53b-d271-4751-9645-1d5878bd52c8,9f91a210-380f-44d7-8b73-2c4982532b03,prod_0087,1,484.74
ce1fe7fb-6f3a-41eb-a680-f642b4fdc16f,9f91a210-380f-44d7-8b73-2c4982532b03,prod_0006,2,292.01
8020fcbc-8aad-4c8d-8a9c-8c651b97d493,9f91a210-380f-44d7-8b73-2c4982532b03,prod_0042,2,46.15
48b58002-7b5c-471d-a510-3ba6705ccd54,9f91a210-380f-44d7-8b73-2c4982532b03,prod_0060,1,316.6
32823ca7-d54e-442c-b844-fe0a3d1b2b61,9f91a210-380f-44d7-8b73-2c4982532b03,prod_0097,1,24.62
f5e2dafa-f4c4-4ddf-917b-6b27120444f3,2427437d-dfdc-45c6-9442-e0305cfa25c9,prod_0061,3,447.22
3a5c24be-d8f9-4c5a-9a5c-b3c16e374001,2427437d-dfdc-45c6-9442-e0305cfa25c9,prod_0048,2,399.05
5aeca3b1-7ede-4777-84bd-f5f654a49b15,6c7c346c-f692-44e0-8e82-4cf846ba229d,prod_0058,2,126.22
c8387761-9b9f-40c5-91ab-13f126416f54,6c7c346c-f692-44e0-8e82-4cf846ba229d,prod_0042,1,46.15
f2ff2bb9-10dc-415e-b650-814e003dd628,6c7c346c-f692-44e0-8e82-4cf846ba229d,prod_0048,2,399.05
f4c92343-a688-4b96-a4d8-2d93a6c30ed0,6c7c346c-f692-44e0-8e82-4cf846ba229d,prod_0004,3,267.35
8c61bc18-12de-4905-b626-6dec1ecb3c77,93620483-2d0b-4f10-b2fe-b43e62897fc4,prod_0030,3,39.21
92e89fd6-d864-413a-a1a6-b5b176f763a2,93620483-2d0b-4f10-b2fe-b43e62897fc4,prod_0012,2,378.95
278bde4b-6e30-4274-bd3c-26c9fa1816bf,93620483-2d0b-4f10-b2fe-b43e62897fc4,prod_0046,3,447.28
d93b4fd9-4ea7-4443-a13c-3fc38a1893b1,93620483-2d0b-4f10-b2fe-b43e62897fc4,prod_0063,1,125.93
edacfe07-2c95-4a29-a78b-5b557b3ef898,35640d22-3763-43f4-804e-18a95b2adb8c,prod_0076,3,57.57
858b8117-e212-4699-9c35-6aac9bd7b11e,35640d22-3763-43f4-804e-18a95b2adb8c,prod_0100,2,283.0
9aa4e4ac-835f-4d8c-8d97-99eba2c93ba0,35640d22-3763-43f4-804e-18a95b2adb8c,prod_0030,2,39.21
062d7e83-fb99-410d-8dcb-b571641e4aeb,35640d22-3763-43f4-804e-18a95b2adb8c,prod_0008,3,388.42
436c36f9-a878-4004-acb7-6f05e7cd462a,35640d22-3763-43f4-804e-18a95b2adb8c,prod_0088,3,23.32
85f01549-01dd-4d75-9e0c-faf6a0731a2b,c934db8c-17eb-42d7-8713-c2d837b3742e,prod_0033,3,151.47
34fd0b95-bc74-4b03-86ad-0b4581da4eb6,e0413837-c528-4500-823b-0a2fcdccb000,prod_0026,3,241.55
4da81147-712f-407d-b851-0eebd9b31f41,e0413837-c528-4500-823b-0a2fcdccb000,prod_0057,3,24.95
303f8d6d-84e3-406a-bacd-58644c82d80f,e0413837-c528-4500-823b-0a2fcdccb000,prod_0068,2,378.47
6fc18404-bfb5-4ae5-a241-5f8dc5225738,d9845c75-5c5f-486e-a7f6-085aff24102a,prod_0091,1,234.34
58908f50-3877-4bd5-b1b5-b43731cd41a6,605d1e7d-652b-4180-8320-52b3074ce732,prod_0041,2,306.7
fce3ca8f-6812-4539-9eb3-67edea981c89,605d1e7d-652b-4180-8320-52b3074ce732,prod_0075,2,332.73
e925972a-80b8-4e99-83bf-104d248b8bab,605d1e7d-652b-4180-8320-52b3074ce732,prod_0061,3,447.22
1c0efeef-b23c-4e2f-8975-0c47ae3b5d43,0de3fd95-c505-4617-b413-1154a69361f4,prod_0091,1,234.34
f2426b46-6826-4f11-b86c-89753d225d60,0de3fd95-c505-4617-b413-1154a69361f4,prod_0018,1,136.02
a2c1cdfb-70ed-4c0b-aea1-1711c940de98,0de3fd95-c505-4617-b413-1154a69361f4,prod_0093,2,207.61
c934125a-3374-4aeb-80ef-e8025399f9ae,bd4fe136-bd45-4535-a094-dce14bba0ec2,prod_0019,2,215.61
b141d44c-3983-44d7-b4aa-b5580e58d40d,718f12d1-0c2c-4951-b605-1e7f6ca436fb,prod_0048,2,399.05
5b6b4abe-e094-42a8-a3a8-7e1a0e47ca46,718f12d1-0c2c-4951-b605-1e7f6ca436fb,prod_0088,3,23.32
5388adda-c5c3-4e58-8b8f-01e7a6e5dc96,e49e80bb-b6a9-4f13-bd1b-905707932b9b,prod_0028,1,460.49
5c4f6321-bbff-41ce-91df-39299d0b514a,e49e80bb-b6a9-4f13-bd1b-905707932b9b,prod_0023,3,187.71
b7df681e-f70d-485e-8a89-8ec293808c9c,e49e80bb-b6a9-4f13-bd1b-905707932b9b,prod_0063,1,125.93
e775065e-f9e3-4881-92a0-d24e5fc9965e,e49e80bb-b6a9-4f13-bd1b-905707932b9b,prod_0094,2,234.71
d4cee129-9c14-4c63-9f6a-0dd374728c3e,f670a398-bf38-44e9-a29f-c62c9a3d9919,prod_0042,1,46.15
68f907b6-9168-4398-9218-2787a637e990,f670a398-bf38-44e9-a29f-c62c9a3d9919,prod_0022,1,106.22
1247b0aa-0034-402a-9e50-f50694ef92a1,f670a398-bf38-44e9-a29f-c62c9a3d9919,prod_0077,2,79.29
c2dadc5a-d098-42c0-b3c5-523c98b42b53,f670a398-bf38-44e9-a29f-c62c9a3d9919,prod_0040,2,173.22
58e26a88-5d78-4b1c-98e7-86063067e545,f670a398-bf38-44e9-a29f-c62c9a3d9919,prod_0090,2,432.99
bb4a0dfc-48ea-4c34-bfa1-5ac9e10eb825,96b93588-04ff-49a6-8042-7498be5685a8,prod_0018,2,136.02
f2d8dc56-aa0a-45ce-b808-3c83be863313,96b93588-04ff-49a6-8042-7498be5685a8,prod_0100,3,283.0
83a24e1e-9f41-4972-bfd0-fc5d8d72e264,96b93588-04ff-49a6-8042-7498be5685a8,prod_0022,3,106.22
7fb38df8-4bef-4d20-9acb-fa0b25383ac5,96b93588-04ff-49a6-8042-7498be5685a8,prod_0025,3,57.5
339e70b2-9a6c-4de8-bd2a-c1d873a95c14,96b93588-04ff-49a6-8042-7498be5685a8,prod_0062,3,151.2
df7620a1-ce3f-40bb-aec7-110f5e27fb18,302563e2-e70b-4989-b0c9-76ce52ad93c2,prod_0067,2,100.8
bb1b975d-42dd-43b8-94df-c58d7e8ac512,05b0ac17-7bed-44d9-9b6f-b4bb2a386fac,prod_0074,2,115.27
eba0ca45-2bc1-447b-8507-48647fb3bdcb,05b0ac17-7bed-44d9-9b6f-b4bb2a386fac,prod_0011,2,83.46
2517fa96-69a4-4da3-bf11-3fd2ff851f07,9cad4601-8593-4ebc-963e-e12507600837,prod_0082,2,406.67
c0de40fe-8528-428f-9ee5-211669b17e86,ff7e9f92-927e-4a04-8fe5-ec3443d0c0d8,prod_0086,3,338.95
192e5fb2-61d7-4ab9-b722-3799b0a05edf,ff7e9f92-927e-4a04-8fe5-ec3443d0c0d8,prod_0058,3,126.22
1022f5e6-6628-4b70-86ef-320e508ebf2d,ff7e9f92-927e-4a04-8fe5-ec3443d0c0d8,prod_0042,1,46.15
031fe7e5-012c-433a-95ac-070b6ff6316a,ff7e9f92-927e-4a04-8fe5-ec3443d0c0d8,prod_0088,1,23.32
a50a4209-0dad-4991-a515-20426f763519,28deacaf-96d6-4f1d-a6c5-556362d535af,prod_0097,2,24.62
46d32bc7-67af-455c-bb3a-360f336377bd,28deacaf-96d6-4f1d-a6c5-556362d535af,prod_0061,3,447.22
c6ff845c-0a09-4784-a9bb-28ca3430ebc2,28deacaf-96d6-4f1d-a6c5-556362d535af,prod_0097,2,24.62
7c3894fb-a7eb-4870-8638-63c01ccf2586,28deacaf-96d6-4f1d-a6c5-556362d535af,prod_0057,2,24.95
94d1e6ed-cbad-4389-b5b5-dd5ea7ab1b97,28deacaf-96d6-4f1d-a6c5-556362d535af,prod_0070,3,372.01
19ba92be-67ea-41f7-acf0-17fd6c4d651f,4b8bffca-cfbe-4017-9652-9c897660bfbb,prod_0033,2,151.47
815ebed5-a920-424b-b5d7-ca250c11c4ed,4b8bffca-cfbe-4017-9652-9c897660bfbb,prod_0047,1,291.34
be482f9b-3e56-43b1-8059-2012f4da32e5,4b8bffca-cfbe-4017-9652-9c897660bfbb,prod_0026,3,241.55
04131862-69ae-4ee6-8241-f771b3ff32fc,4b8bffca-cfbe-4017-9652-9c897660bfbb,prod_0053,1,199.12
efa8c24d-37b2-44f3-9c54-ee5d4cb0e80b,7943441a-905e-4721-93d6-87f85a90b4ba,prod_0093,1,207.61
4d80b94c-feba-4a3a-8a84-3c41d9fb371c,c79cab26-961d-4531-a019-a6c7c240dce5,prod_0024,2,299.45
9e882aae-9f73-4074-97da-397ac34e2a0c,c79cab26-961d-4531-a019-a6c7c240dce5,prod_0054,1,177.06
db1bd315-0326-4067-b1ee-a22c3faa9160,c79cab26-961d-4531-a019-a6c7c240dce5,prod_0067,1,100.8
1c5fd003-0c22-4808-888a-46a571b55b05,c79cab26-961d-4531-a019-a6c7c240dce5,prod_0084,2,350.48
548f69b0-2e53-4dd9-99e0-5af8c3d7a99e,de1e09ad-fd5c-4f0c-926b-e003b5f5e5bb,prod_0020,2,392.44
237c6244-61f3-4f02-a4f9-bf43b6b9e053,de1e09ad-fd5c-4f0c-926b-e003b5f5e5bb,prod_0044,3,320.85
5d65a010-cfb1-4afe-a591-4636d02abc73,de1e09ad-fd5c-4f0c-926b-e003b5f5e5bb,prod_0053,3,199.12
0ffa767a-8bf0-49ce-9380-25b3ba2100bd,fbfd17ca-88d3-46dd-9ff2-e6f43843b526,prod_0072,3,392.45
d267e903-05a9-43a7-a45a-c3681a0738e6,fbfd17ca-88d3-46dd-9ff2-e6f43843b526,prod_0009,1,35.84
99be5cca-c2cf-43ba-b500-0e5558a8e18d,fbfd17ca-88d3-46dd-9ff2-e6f43843b526,prod_0023,2,187.71
3a02dbd9-2f5e-41eb-8675-f181ad1057fe,fbfd17ca-88d3-46dd-9ff2-e6f43843b526,prod_0062,3,151.2
3a59b8f3-2280-415f-a15f-ad400cfda333,fbfd17ca-88d3-46dd-9ff2-e6f43843b526,prod_0068,2,378.47
380620ed-a566-4131-a42f-23b30dc7c000,70275117-4075-41fa-b38e-7e13090e5f56,prod_0061,2,447.22
7ff761f2-30cd-4eed-9d8e-aedcce868570,70275117-4075-41fa-b38e-7e13090e5f56,prod_0042,1,46.15
91ac72e9-b41a-4177-b7f3-6f67e4fa0459,70275117-4075-41fa-b38e-7e13090e5f56,prod_0009,3,35.84
fca82a31-2864-4a4d-b452-86a835a6a5d0,70275117-4075-41fa-b38e-7e13090e5f56,prod_0038,1,384.74
6178c78e-eea3-476e-82dc-9caa8ea5a764,70275117-4075-41fa-b38e-7e13090e5f56,prod_0055,2,137.28
19e69008-1303-4c0e-b5ef-ef5c344c3a96,f066db90-9f4c-487f-bf0a-8ccbfcfc731d,prod_0001,3,115.73
13e9d779-e670-4ff1-aa1c-f8ba0b88aa00,f066db90-9f4c-487f-bf0a-8ccbfcfc731d,prod_0023,3,187.71
8a484f75-b7b6-447a-8892-37c6111c6c04,f066db90-9f4c-487f-bf0a-8ccbfcfc731d,prod_0004,2,267.35
922a177d-87dc-408a-8236-20eb5390e21f,f066db90-9f4c-487f-bf0a-8ccbfcfc731d,prod_0038,1,384.74
2d67b8a6-1a98-4e85-b3fb-2bfa84676341,bff4180e-4728-4289-910f-10aa6ce7e223,prod_0004,2,267.35
2dde0ced-0953-4c11-b48a-7b922e820730,bff4180e-4728-4289-910f-10aa6ce7e223,prod_0083,1,242.43
ab5da0cf-52e9-4d0f-a300-a6fc64b7de63,beeb2a11-e50c-4656-91d4-58335581a8b4,prod_0046,2,447.28
43000aeb-a890-422d-ba8c-8063e0f42166,beeb2a11-e50c-4656-91d4-58335581a8b4,prod_0026,1,241.55
6edbaba8-9f07-408b-93bd-aef21bb981d6,b6e8a274-43e6-412e-a0ec-6e1c711eb556,prod_0078,3,486.72
f537b058-eeef-4c8f-a5b1-177bab86e64d,b6e8a274-43e6-412e-a0ec-6e1c711eb556,prod_0085,2,468.7
a3fd7502-0568-462e-a191-319651d12795,f7ab39ba-cbda-4aa7-92ff-6aa04da9bb95,prod_0025,2,57.5
13e59505-83bd-4673-a767-30f35c3e51d3,f7ab39ba-cbda-4aa7-92ff-6aa04da9bb95,prod_0012,3,378.95
ab321308-1851-46ad-a05d-dfe982988d20,f7ab39ba-cbda-4aa7-92ff-6aa04da9bb95,prod_0015,1,116.52
25a261e4-387c-4d6a-b6eb-3570d71d99ac,aea27ba6-f13b-4953-9c06-ace41ac8c6ff,prod_0044,1,320.85
5ada2137-8c5d-4e21-8484-c578b883f69d,aea27ba6-f13b-4953-9c06-ace41ac8c6ff,prod_0016,3,133.67
4b084928-d491-4200-9a2a-4e28a8990c63,4db6537f-5c6f-47ca-bba5-ab3c37f3ac1b,prod_0065,3,294.7
c5bba808-8de2-40f1-bdd5-5d1b44a50b74,4db6537f-5c6f-47ca-bba5-ab3c37f3ac1b,prod_0030,3,39.21
cae075e4-b0e8-46b0-858b-aab23a6690a9,4db6537f-5c6f-47ca-bba5-ab3c37f3ac1b,prod_0011,2,83.46
be937d3b-81a1-47e8-a537-a6f20493aed5,4db6537f-5c6f-47ca-bba5-ab3c37f3ac1b,prod_0069,1,377.89
53bc4ab0-c2d8-4d0b-aa18-4fec96d92745,b8a33e9e-d2b1-49c1-8c20-104cde8ac1ff,prod_0008,3,388.42
b5ab3ff6-c65c-4ac4-b84a-81513b14fc1e,b8a33e9e-d2b1-49c1-8c20-104cde8ac1ff,prod_0060,3,316.6
3cd41a68-b2cb-4026-8bf9-65f34b00c424,b54221b8-60e2-4fa4-ac33-9ee572c301fd,prod_0027,3,75.79
5093d04d-5486-4e82-8615-fce62be0adf2,b54221b8-60e2-4fa4-ac33-9ee572c301fd,prod_0068,3,378.47
a65e0719-de6f-4922-a1ae-db27d4ed90cb,b54221b8-60e2-4fa4-ac33-9ee572c301fd,prod_0085,2,468.7
499cd0f3-436e-4f81-8b34-6acb3ce3335e,b54221b8-60e2-4fa4-ac33-9ee572c301fd,prod_0018,1,136.02
ce33d2c7-2a58-4bec-8531-a744b13e1f8f,2e4bfd5d-c8b4-4fa2-ac40-607e3d1ac718,prod_0032,2,226.9
104e8b40-9d4b-4199-adc0-b63705a9899b,2e4bfd5d-c8b4-4fa2-ac40-607e3d1ac718,prod_0009,1,35.84
